,Title,Categories,Tags,Replies,Post,Comment
120,FAQ: Associative Arrays - Numerical Keys,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Numerical Keys” exercise from the lesson “Associative Arrays”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Numerical Keys


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
In the third code snippet on Numerical Keys under Associative Arrays, why does echo $num_array[1001] print New Element in $num_array, since there’s no previous key 1001 previously declared i don’t see how it’s possible.

The third snippet is:
$num_array = [1000 => ""one thousand"", 100 => ""one hundred"", 600 => ""six hundred""];
$num_array[] = ""New Element in \$num_array"";
echo $num_array[1001]; // Prints: New Element in $num_array

$num_array is an associative array with integer keys (instead of string keys).
The largest key used is 1000. Then, we append a string to the array. We haven’t explicitly specified any integer or string key for this new element. But, there should be some way to access this element. If there is no key specified for an element, we should still be able to access the element by its index.
The largest integer key used in the array was 1000. The new element’s key or index will be one more than the largest integer used. So when we append the new string element “New Element in $num_array”, the element is assigned the index (or integer key) of 1001.
"
121,FAQ: Ordered Arrays - Printing Arrays,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Printing Arrays” exercise from the lesson “Ordered Arrays”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Printing Arrays


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
The exercise reads: “Since arrays are a more complicated data type than strings or integers…”
But it said that array is a data structure. So now I’m confused. Is array a data type or a data structure? And how can it be a data type? It has multiple data types in it-
"
122,FAQ: Intro to Built-in PHP Functions - Working with Substrings,"Get Help,Git",,4,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Working with Substrings” exercise from the lesson “Intro to Built-in PHP Functions”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Working with Substrings


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
For Instruction 2 (the second task), the answer displays as 5 but I see the word ‘obvious’ in $essay_two 6 times. This is very confusing.

Simply because the first obvious, being capitalized, isn’t recognized.
""Obvious"" != ""obvious""

Great thanks for that explanation. Makes sense, but they should have explained that in the topic.
"
123,FAQ: Logical Operators and Compound Conditions - The && Operator,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “The && Operator” exercise from the lesson "" Logical Operators and Compound Conditions"".
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise The && Operator


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I keep getting an error saying "" Your function should return the string ""CLAP!"" if invoked with TRUE and TRUE . We tested your function with TRUE and TRUE and expected ""CLAP!"" but instead it returned ``.
However, when I test it, I get the correct response. Here is my function.
function clapYourHands($first, $second){
if( $first && $second ){
echo “CLAP!”;
} else{
echo “:(”;
}
}
echo clapYourHands(true,true);

Inside your function, should you echo or return those strings?

""Your function should return the string ""CLAP!"" if invoked with TRUE and TRUE""

"
124,FAQ: Booleans and Comparison Operators - Elseif Statements,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Elseif Statements” exercise from the lesson “Booleans and Comparison Operators”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Elseif Statements


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Could someone explain why this is not an acceptable answer to this exercise?
function whatRelation($percentage)
{
if ($percentage === 100) {
echo “identical twins”;
} elseif ($percentage < 100) {
echo “parent and child or full siblings”;
} elseif ($percentage < 35) {
echo “grandparent and grandchild, aunt/uncle and niece/nephew, or half siblings”;
} elseif ($percentage < 14) {
echo “first cousins”;
} elseif ($percentage < 6) {
echo “second cousins”;
} elseif ($percentage < 3) {
echo “third cousins”;
} elseif ($percentage < 1) {
echo “not genetically related”;
}
}
Cheers!

Suppose the percentage of shared DNA is 12. According to the specifications, this should result in a statement of “first cousins”. But, this is not what will be printed if you use the code suggested by you.
The first if condition ($percentage === 100) will be FALSE, so the next condition will be checked.
The second condition ($percentage < 100) will be TRUE because indeed 12 is less than 100. So, the wrong message “parent and child or full siblings” will be printed.
You don’t need the elseif ($percentage < 100) condition. But even after deleting this particular condition, the other conditions also result in flawed logic. Instead consider using conditions involving the > or >= operator. That will help you in capturing the correct behavior.
"
125,FAQ: Intro to Built-in PHP Functions - Number Functions,"Get Help,Git",intro-functions,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Number Functions” exercise from the lesson “Intro to Built-in PHP Functions”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Number Functions


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
My only comment to fellow noobs, Google is your friend. Personally, I don’t believe the program did the best job explaining the syntax of custom functions. As a result, it took some experimenting to understand passing an argument, calling aforementioned argument and finally the use of return. However, I am not complaining because I imagine this is what much of coding is.

I second this. The requirements on the first exercise are misleading.
"
126,FAQ: PHP Strings and Variables - Strings,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Strings” exercise from the lesson “PHP Strings and Variables”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Strings


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
https://www.codecademy.com/courses/learn-php/lessons/php-strings-and-variables/exercises/strings
<?php

// Write your code below:

echo ""Hello, world"";

Doesnt work
        
Hey Matthew, welcome to the forums.
The instruction is:

Use the echo keyword to print Hello, World! .

"
127,FAQ: Booleans and Comparison Operators - Ternary Operator,"Get Help,Git",,4,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Ternary Operator” exercise from the lesson “Booleans and Comparison Operators”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Ternary Operator


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Hi the correct answer as far as I can see for this question is:
function ternaryCheckout($items)
{
$items <= 12 ? “express lane” : “regular lane”;
}
But the course is throwing up the error:
Your function should return a string. We tested your function and expected a string return value but instead it returned a value of type NULL
What am I doing wrong here? is it an issue with my syntax? Or a bug with the course itself?
Any help would be greatly appreciated.
James

Hey James, welcome to the forums.
The error is right, right now your function is not returning anything.
Consider the following:
function sayHello() {
  ""Hello"";
}

echo sayHello();

As it is, “Hello” wouldn’t be printed. Because it’s not being returned from inside the function.
Sure, you could write it like this:
function sayHello() {
  echo ""Hello"";
}

sayHello();

But what we really want is a return statement, in this case.

Thank you. My confusion arose from the fact hat I thought the “return” was included in the ternary operator.
"
128,FAQ: Logical Operators and Compound Conditions - The Not Operator,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “The Not Operator” exercise from the lesson "" Logical Operators and Compound Conditions"".
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise The Not Operator


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Hello,
I’m a bit confused about
!10 < 11; // Evaluates to: TRUE
!(10 < 11);  // Evaluates to: FALSE

in the explanations.  I think understand the 2nd line. (10<11) is TRUE, so !(TRUE) is FALSE.
But how does the first line !10<11 evaluate to TRUE?
I do understand that the point of the examples was to show that “The not operator has very high operator precedence; be sure to use parentheses so that code evaluation happens as intended:” and that we should use parentheses like the 2nd line…
Thanks in advance!

As you correctly stated !(10 < 11); evaluates to FALSE because the comparison between the two integers 10 < 11 results in TRUE and therefore !(TRUE) evaluates to FALSE.
I think the statement !10 < 11; has to do with the NOT operator as well as type juggling. If we look at the documentation for comparison operators, the description for the less than operator mentions type juggling (if necessary).
The statement !10 < 11; can be thought of as (!10) < 11;.
10 is an integer. When we apply the NOT operator to the integer 10, we expect a boolean result. 10 is truthy (see the previous lesson https://www.codecademy.com/courses/learn-php/lessons/booleans-and-comparison-operators/exercises/truthy-and-falsy), so !10 results in !(TRUE) i.e. FALSE.
This means the statement  !10 < 11; becomes FALSE < 11;. Since we have a comparison between a boolean type and an integer type, so type juggling happens. A boolean TRUE is juggled as the integer 1 while the boolean FALSE is juggled as the integer 0.
Therefore, the comparison  FALSE < 11; becomes 0 < 11; (after type juggling) which evaluates to TRUE.
"
129,FAQ: Intro to Built-in PHP Functions - Finding Functions,"Get Help,Git",,5,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Finding Functions” exercise from the lesson “Intro to Built-in PHP Functions”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Finding Functions


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Wouldn’t the solution to this be wrong? I wrote this out:
<?php
namespace Codecademy;

function calculateCircleArea($diameter){
  $pi = pi();
  return $pi * $diameter ** 2;
}

echo calculateCircleArea(30);

If you go online and search “pi area calculator” and put in the values you provided in the excerise it doesn’t match up.

Remember that to find the area of a circle we need 2 things; pi, and the radius of the circle, not the diameter.
So what is happening in your calculation is that you are using the diameter and then squaring that, which will give you the wrong value.
Remember that a radius is half of a diameter, and so you need to halve the diameter first.
So you would need to do a calculation like this:
  function calculateCircleArea($diameter) {
    $radius_sq = ($diameter * 0.5) ** 2;
    $pi = pi();
    return $pi * $radius_sq . ""\n"";
  }

echo calculateCircleArea(25);
echo calculateCircleArea(30);


Why does it force me to use the ceil() function when I can just use the round() function to do the same thing?

The round and ceil functions aren’t interchangeable. The ceil function rounds fractions up, while the round function rounds a float to the closest integer.
Consider the example tipGenerously(66.18). If we add a 20% tip, the new total is 79.416.
If we round this i.e. round(79.416), we get 79 because 79.416 is more closer to the integer 79 than the integer 80. Contrast this with ceil(79.416) which results in 80. The motivation behind using ceil instead of round for calculating the total cost is that we are willing to pay a slight bit extra to ensure that the tip is 20%. If we round the total instead, then there is a chance that the tip may be a shade below 20%. So, we are willing to pay a few extra cents if necessary, but we don’t want to shortchange even by a few cents.
"
130,"FAQ: HTML Form Handling in PHP - Using the ""action"" Attribute","Get Help,Git",,6,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Using the “action” Attribute” exercise from the lesson “HTML Form Handling in PHP”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Using the “action” Attribute


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
2.
Open  greet_user.php  and replace - How to open a file?
!–Add code here--  - Where is it?
No solution!

There is a tab “greet_user.php” next to “index.php”.

second Instructions, am i doing something wrong?
2.
Open greet_user.php and replace
with the user’s name. Use the PHP shorthand for echo within HTML ( <?= ).
Be sure to use the $_GET superglobal.
You should concatenate (using PHP’s . operator) the user’s first name with a space ( "" "" ) and then the user’s last name.
my code in greet_user.php: 
Thanks!
Your name has been recorded as:
 <?=$_GET[""first""] . "" "" . $_GET[""last""];?> 
Reset
when i fill the form and click submit i see my name on greet_user.php, but i got error message: Did you modify the code in greet_user.php to print the user’s first name concatenated with their last ? The data should be coming from the $_GET superglobal.

Well, this appears to be correct, although you don’t need a semicolon when using the short echo tags.
You could simply write:
<?=$_GET['first'] . "" "" . $_GET['last']?>

It’s fixed, thank you so much!
"
131,FAQ: Logical Operators and Compound Conditions - Multi-File Programs: include,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Multi-File Programs: include” exercise from the lesson "" Logical Operators and Compound Conditions"".
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Multi-File Programs: include


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Haven’t read this lesson yet, but sensed there would be lots of people on this thread, and there are none so… FIRST
"
132,FAQ: Introduction to PHP Form Validation - Simple Validation,"Get Help,Git",,12,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Simple Validation” exercise from the lesson “Introduction to PHP Form Validation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Simple Validation


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I have to admit, I was totally thrown by this aspect of question 1: “and the first letter in the input is NOT the correct letter”.
Should it have been obvious that accessing a particular character within a string is done using something like $string[0]? I know previous lessons have demonstrated that you can access values within arrays using indexes, but I can’t recall one that showed that it’s possible with a non-array variable.
I totally understand it now, but not sure if this should have been something I picked up on immediately.

The code in this exercise (and all subsequent) does not seem to work in the real world.
This is specifically what I’m having trouble with
<input type=“text” id=“c-word” name=“c-word” value=<?=$_POST[""c-word""]?>>
I get an undefined index error when I try and use a value=<?=$_POST[""input-name""]?>
I copied the code from this exercise into my environment and tried to run it and it does not work like it does here in the Codecademy environment.
So how is this supposed to work in a real environment?

Hey there, @miq_noatum_it. Welcome to the forums!
This happens when you try to access a variable that has no value assigned to it.
You can either declare your variable, or use the Null coalescing operator (compatible with PHP 7.x). It returns its first operand if it exists and is not NULL ; otherwise it returns the second.
<?= $_POST['c-word'] ?? '' ?>

If you echo gettype($_POST['c-word']);, you’d see that it’s NULL. Therefore the second operand of the Null coalescing operator will be returned which, in this case, is an empty string.
No more error.

Ok so far so good, no error but when I submit an incorrect email (for example) I get my verbiage saying that the email is invalid but it then clears the form. I thought the whole point of doing the value= thing was to keep the fields filled out if the email field failed validation.

Very basic example to illustrate how you can achieve this:
<?php

if ($_SERVER['REQUEST_METHOD'] === 'POST') {
  if (! filter_var($_POST['email'], FILTER_VALIDATE_EMAIL)) {
    $email_error = 'This is not a valid email address';
    $email = $_POST['email'];
  }
}

?>

<form method=""post"">
  <input name=""email"" value=""<?= $email ?? '' ?>"">
  <span><?= $email_error ?? '' ?></span>
  <input type=""submit"">
</form>

On error, you’d send back an error message as well as the value provided by the email input field.

Alright, getting better. But what about all the other data in the form fields that aren’t email. Like names, job titles, manager names, check boxes, radio buttons…? Those all get reset. Do I have a script like the above for all form fields?

It’s basically the same idea for most form fields, yeah. Just different validation.
For check boxes and radio buttons, you’ll have to do some digging to figure out how they work.

Thanks for all that. They way you laid out makes more sense though. The $_POST isn’t defined when the form is first loaded.
I’m a little disappointed that they left all of that out of the lesson. Seems like it should be included.

Any suggestion why it doesnt accept my code?
The code works, but still getting an arror at point 2.
   <form method=""post"" action="""">
Enter a word that starts with the letter ""a"":
<br>
<input type=""text"" name=""a-word"" id=""a-word"" value=""<?= $_POST[""a-word""]; ?>"">
<br>      
  <p class=""error"" id=""a-error""> 
  <?= checkWord($_POST[""a-word""],""a"");  ?>
  </p>
<br>     
Enter a word that starts with the letter ""b"":
<br>
<input type=""text"" id=""b-word"" name=""b-word""
value=""<?=$_POST[""b-word""]; ?>"">
<br>      
     <p class=""error"" id=""b-error""> 
  <?= checkWord($_POST[""b-word""],""b""); ?>
  </p>
<br>
Enter a word that starts with the letter ""c"":
<br>
<input type=""text"" id=""c-word"" name=""c-word""
value=""<?=$_POST[""c-word""]; ?>"">
<br>      
     <p class=""error"" id=""c-error""> 
  <?=checkWord($_POST[""c-word""],""c""); ?>
  </p>

Hey,
I don’t see anything particularly wrong, but the exercise checks might expect something specific.
I’d try writing it this way, as one line:
<p class=""error"" id=""a-error""><?= checkWord($_POST[""a-word""],""a""); ?></p>

Also, put a space here
<?=checkWord($_POST[""c-word""],""c""); ?>
   ^


Thank you. That’s why I stopped using Codecademy some month ago. It’s so annoying. They should check results and not formatting. Anyway, its still my favorite site to learn new languages…
"
133,FAQ: Classes and Objects - Overloading Methods,"Get Help,Git",,6,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Overloading Methods” exercise from the lesson “Classes and Objects”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Learn PHP
FAQs on the exercise Overloading Methods


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
You can also find further discussion and get answers to your questions over in #get-help.
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head to #get-help and #community:tips-and-resources. If you are wanting feedback or inspiration for a project, check out #project.
Looking for motivation to keep learning? Join our wider discussions in #community
Learn more about how to use this guide.
Found a bug? Report it online, or post in #community:Codecademy-Bug-Reporting
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
The error code when inputting this code is incorrect. It says “The result of calling getInfo doesn’t quite match what we provided.” The issue, however, wasn’t within the getInfo() method. It was the period that I erroneously placed at the beginning of the second sentence, in order to end the first. The error should read something like “That’s not quite what it should say,” or something similar. I was breaking my brain trying to figure out what was wrong with getInfo().
<?php
class Beverage {
  public $temperature;

  function getInfo() {
    return ""This beverage is $this->temperature."";
  }
}

class Milk extends Beverage {
  function __construct() {
    $this->temperature = ""cold"";
  }

  function getInfo() {
    return parent::getInfo() . "". I like my milk this way."";
  }
}
        
I think that your problem is only the period in the string “. I like my…”, without the period your code is good.
class Beverage
{
    public $temperature;

    function getInfo()
    {
        return ""This beverage is $this->temperature."";
    }
}

class Milk extends Beverage
{
    function __construct()
    {
        $this->temperature = ""cold"";
    }
    function getInfo()
    {
        return parent::getInfo() . "" I like my milk this way."";
    }
}

$milk = new Milk();
echo $milk->getInfo();


I thought overloading is when we define two or more functions with the same name but they each have a different set of parameters. But in the Beverage and Milk class the method getInfo() both have no parameters. Wouldn’t this be considered overriding and not overloading?

Yes, you could be considering it like an overriding or maybe (IMHO) could be also considering it like an overwriting, because first you go to create a method in a main class and after you go to overwrite the same method in the subclass.

I think you are correct. The exercise seems to be an example of overriding instead of overloading.
"
